CSV Import Log - 2026-02-07T12:10:29.120278
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/abs/10.1002/ente.2023008... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/10054924... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S187661021... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S20954... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S25901... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S145239812... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S02632... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S09518... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2076-3417/13/7/4448... (incomplete)
✓ 📝 Added: https://arxiv.org/abs/2212.04622... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S240589632... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/8243310... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/7776870... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S24058... (incomplete)
✓ 📝 Added: http://kth.diva-portal.org/smash/get/diva2:1765910/FULLTEXT0... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S22113... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S01672... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/10.1155/2020/8840240... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://centralesupelec.hal.science/hal-02111246v1... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/8591594... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/9909368... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S187661021... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S09596... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9910576... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2071-1050/14/12/7412... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2076-3417/10/5/1896... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
⚠️ Row 728: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9701321... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S036054421... (incomplete)
✓ 📝 Added: https://www.frontiersin.org/journals/energy-research/article... (incomplete)
✓ 📝 Added: https://www.frontiersin.org/journals/energy-research/article... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S030626192... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S00134... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S24058... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S20954... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S13640... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://ijece.iaescore.com/index.php/IJECE/article/view/2063... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S221282711... (incomplete)
✓ 📝 Added: https://dl.acm.org/doi/10.1145/3369810... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/10102497... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S145239812... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1996-1073/16/1/405... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S240582972... (incomplete)
✓ 📝 Added: https://cjme.springeropen.com/articles/10.1186/s10033-021-00... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://link.springer.com/article/10.1007/s43236-020-00122-7... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S259011682... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S100093611... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/org/science/article/pii/S01441... (incomplete)
✓ 📝 Added: https://data.4tu.nl/articles/_/14096567... (incomplete)
✓ 📝 Added: https://data.4tu.nl/articles/_/13739296... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://pubs.rsc.org/en/Content/ArticleLanding/2023/EE/D2EE0... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
❌ Failed: https://ieeexplore.ieee.org/document/9124431... - [Errno 22] Invalid argument: 'data\\metadata.json'
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S22131... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S266638642... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
⚠️ Row 774: No title or URL, skipping
✓ 📝 Added: https://pubs.rsc.org/en/content/articlelanding/2022/ee/d2ee0... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/ab8f5a... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3946848... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/9729220... (incomplete)
✓ 📝 Added: https://pubs.acs.org/doi/full/10.1021/acsenergylett.3c01216... (incomplete)
✓ 📝 Added: https://link.springer.com/article/10.1557/s43577-021-00097-1... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S030626191... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/6861806... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/9153167... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1996-1073/10/7/919... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S09596... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/9165237... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2313-0105/10/7/248... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/srep12967... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://data.4tu.nl/datasets/20d4f30f-f934-4981-93b0-087ebc1... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/06422.0069ecst... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/2.0421805jes... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/2.0941506jes... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2313-0105/10/4/137... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/ab9050... (incomplete)
✓ 📝 Added: https://rosap.ntl.bts.gov/view/dot/61752... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://journals.plos.org/plosone/article?id=10.1371/journal... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41586-021-04139-1... (incomplete)
✓ 📝 Added: https://energyinformatics.springeropen.com/articles/10.1186/... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/5466167... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S13640... (incomplete)
✓ 📝 Added: https://www.frontiersin.org/journals/energy-research/article... (incomplete)
✓ 📝 Added: https://www.frontiersin.org/journals/energy-research/article... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/ab6448... (incomplete)
⚠️ Row 811: No title or URL, skipping
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/abad69... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2313-0105/7/1/17... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2313-0105/2/2/17... (incomplete)
✓ 📝 Added: https://koreascience.or.kr/article/JAKO201832853257226.page... (incomplete)
✓ 📝 Added: https://arc.aiaa.org/doi/full/10.2514/1.C033416... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/8511577... (incomplete)
✓ 📝 Added: https://www.sae.org/publications/technical-papers/content/20... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1996-1073/14/13/3733... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/8783862... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/10227971... (incomplete)
⚠️ Row 822: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://scholar.uwindsor.ca/etd/7834/... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2076-3417/12/19/9683... (incomplete)
✓ 📝 Added: https://www.sae.org/publications/technical-papers/content/20... (incomplete)
⚠️ Row 827: No title or URL, skipping
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/ac2dcb... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2313-0105/8/2/11... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9699260... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9791386... (incomplete)
⚠️ Row 832: No title or URL, skipping
✓ 📝 Added: https://www.mdpi.com/1996-1073/10/1/85... (incomplete)
⚠️ Row 834: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S09596... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.techrxiv.org/doi/full/10.36227/techrxiv.21778685... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/10.1111/jiec.13414... (incomplete)
✓ 📝 Added: https://data.4tu.nl/articles/dataset/Lifecycle_ageing_tests_... (incomplete)
⚠️ Row 842: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S136403212... (incomplete)
⚠️ Row 844: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
⚠️ Row 848: No title or URL, skipping
✓ 📝 Added: https://www.mdpi.com/1996-1073/15/23/9142... (incomplete)
✓ 📝 Added: https://journals.plos.org/plosone/article?id=10.1371/journal... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
⚠️ Row 852: No title or URL, skipping
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/10.1002/aenm.202102448... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/full/10.1002/ente.202001... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S240589631... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41597-024-03831-x... (incomplete)
✓ 📝 Added: https://www.cell.com/joule/fulltext/S2542-4351(21)00443-8... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/10584182... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S266654682... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1424-8220/23/15/6937... (incomplete)
⚠️ Row 861: No title or URL, skipping
✓ 📝 Added: https://ieeexplore.ieee.org/document/9454160... (incomplete)
✓ 📝 Added: https://arxiv.org/abs/2201.12358... (incomplete)
✓ 📝 Added: https://everlasting-project.eu/... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1.2221597/meta... (incomplete)
✓ 📝 Added: https://arc.aiaa.org/doi/full/10.2514/1.C035734... (incomplete)
✓ 📝 Added: https://arc.aiaa.org/doi/abs/10.2514/8.2956... (incomplete)
✓ 📝 Added: https://arc.aiaa.org/doi/abs/10.2514/1.17696... (incomplete)
✓ 📝 Added: https://arc.aiaa.org/doi/full/10.2514/1.C031748... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/10362892... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/6043090... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s42256-020-0156-7... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/10.1002/er.7339... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S00134... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/10244587... (incomplete)
✓ 📝 Added: https://www.cell.com/patterns/fulltext/S2666-3899(21)00145-8... (incomplete)
✓ 📝 Added: https://chemistry-europe.onlinelibrary.wiley.com/doi/abs/10.... (incomplete)
✓ 📝 Added: https://chemistry-europe.onlinelibrary.wiley.com/doi/full/10... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.2021014... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/abae37/... (incomplete)
⚠️ Row 882: No title or URL, skipping
✓ 📝 Added: https://www.nature.com/articles/s41598-024-80371-9... (incomplete)
⚠️ Row 884: No title or URL, skipping
✓ 📝 Added: https://www.nature.com/articles/s41598-024-80421-2... (incomplete)
✓ 📝 Added: https://link.springer.com/article/10.1007/s11581-024-05933-3... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41467-024-54454-0... (incomplete)
⚠️ Row 888: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S240582972... (incomplete)
⚠️ Row 890: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://link.springer.com/article/10.1007/s11581-024-05954-y... (incomplete)
✓ 📝 Added: https://link.springer.com/chapter/10.1007/978-3-030-99075-6_... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/10767275... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/10765077... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S266654682... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1996-1073/13/8/1858... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049... (incomplete)
✓ 📝 Added: https://pubs.rsc.org/en/Content/ArticleLanding/2021/TA/D1TA0... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9447086... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2079-9292/10/13/1593... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/ac4b82... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2313-0105/6/1/14... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877531... (incomplete)
⚠️ Row 916: No title or URL, skipping
⚠️ Row 917: No title or URL, skipping
⚠️ Row 918: No title or URL, skipping
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/aba96d... (incomplete)
❌ Failed: https://www.sciencedirect.com/science/article/pii/S030626192... - [Errno 22] Invalid argument: 'data\\metadata.json'
⚠️ Row 921: No title or URL, skipping
❌ Failed: https://chemistry-europe.onlinelibrary.wiley.com/doi/10.1002... - [Errno 22] Invalid argument: 'data\\metadata.json'
✓ 📝 Added: https://ieeexplore.ieee.org/document/10598918... (incomplete)
⚠️ Row 924: No title or URL, skipping
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/full/10.1002/ente.202201... (incomplete)
✓ 📝 Added: https://asmedigitalcollection.asme.org/electrochemical/artic... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X1... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9325077... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9036949... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9241800... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/abed28... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9474580... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/9383295... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://scijournals.onlinelibrary.wiley.com/doi/10.1002/ese3... (incomplete)
⚠️ Row 939: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9161626... (incomplete)
✓ 📝 Added: https://arxiv.org/abs/2110.13661... (incomplete)
✓ 📝 Added: https://www.cell.com/joule/fulltext/S2542-4351(21)00454-2... (incomplete)
✓ 📝 Added: https://www.isea.rwth-aachen.de/go/id/ojpu/file/842209/lidx/... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2076-3417/8/4/534... (incomplete)
✓ 📝 Added: https://pubs.rsc.org/en/Content/ArticleLanding/2021/CP/D1CP0... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S259011682... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/2.0091701jes/meta... (incomplete)
⚠️ Row 950: No title or URL, skipping
✓ 📝 Added: https://www.mdpi.com/2226-4310/6/3/26... (incomplete)
✓ 📝 Added: https://pubs.acs.org/doi/10.1021/acsenergylett.8b02195... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/10.1002/ente.202200801... (incomplete)
✓ 📝 Added: https://chemistry-europe.onlinelibrary.wiley.com/doi/full/10... (incomplete)
⚠️ Row 955: No title or URL, skipping
✓ 📝 Added: https://docs.google.com/document/d/1OBPGVdzpx4vEQRD62RrSVU6e... (incomplete)
✓ 📝 Added: https://pubs.acs.org/doi/10.1021/acs.jpcc.3c00033... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/8941560... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S187770581... (incomplete)
✓ 📝 Added: https://www.scientific.net/AMR.926-930.915... (incomplete)
⚠️ Row 963: No title or URL, skipping
⚠️ Row 964: No title or URL, skipping
✓ 📝 Added: https://www.mdpi.com/2226-4310/10/8/687... (incomplete)
✓ 📝 Added: https://pubs.acs.org/doi/full/10.1021/acsenergylett.3c00695... (incomplete)
✓ 📝 Added: https://cpb.iphy.ac.cn/article/2019/2006/cpb_28_10_108201.ht... (incomplete)
✓ 📝 Added: https://www.osti.gov/biblio/1812165... (incomplete)
⚠️ Row 969: No title or URL, skipping
⚠️ Row 970: No title or URL, skipping
⚠️ Row 971: No title or URL, skipping
✓ 📝 Added: https://www.researchgate.net/publication/235602059_A_Cell_Le... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1996-1073/12/15/3023... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1996-1073/12/13/2491... (incomplete)
✓ 📝 Added: https://www.e3s-conferences.org/articles/e3sconf/abs/2021/10... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/full/10.1002/er.7202... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1996-1073/14/12/3692... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S09596... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S09596... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/8843918... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/8168251... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1996-1073/11/7/1820... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S25901... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41578-020-0216-y... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235271102... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/ab9ee8/... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41467-019-09792-9#MOESM1... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1996-1073/14/4/1206... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877531... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X1... (incomplete)
✓ 📝 Added: https://arxiv.org/abs/2104.07576... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1996-1073/14/9/2371... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S240589632... (incomplete)
❌ Failed: https://www.mdpi.com/1996-1073/14/11/3276... - [Errno 22] Invalid argument: 'data\\metadata.json'
✓ 📝 Added: https://pubs.acs.org/doi/10.1021/acsenergylett.1c00870... (incomplete)
✓ 📝 Added: https://chemrxiv.org/engage/chemrxiv/article-details/60cc4e4... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://link.springer.com/article/10.1007/s10800-020-01465-6... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S25901... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/2.0281914jes... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9479413... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S24058... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/ad940c/... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/7726050... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S240589631... (incomplete)
⚠️ Row 1011: No title or URL, skipping
